"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","EO","10","10","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","AA/AO","145","130","21490","21520"
"In post","2022","No function","Planning Inspectorate","EO","75","70","26670","26050"
"In post","2022","No function","Planning Inspectorate","G6/G7","385","340","56840","58810"
"In post","2022","No function","Planning Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","SEO/HEO","105","95","35220","32780"
"In post","2022","No function","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Registers of Scotland","AA/AO","350","330","24730","25050"
"In post","2022","No function","Registers of Scotland","EO","285","270","30800","30840"
"In post","2022","No function","Registers of Scotland","G6/G7","25","25","64010","62000"
"In post","2022","No function","Registers of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Registers of Scotland","SEO/HEO","250","245","39980","37710"
"In post","2022","No function","Scottish Courts and Tribunals Service","AA/AO","985","870","22430","22000"
"In post","2022","No function","Scottish Courts and Tribunals Service","EO","445","415","29430","30450"
"In post","2022","No function","Scottish Courts and Tribunals Service","G6/G7","35","35","58820","60820"
"In post","2022","No function","Scottish Courts and Tribunals Service","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Scottish Courts and Tribunals Service","SEO/HEO","235","225","37420","36360"
"In post","2022","No function","Scottish Prison Service","AA/AO","1325","1260","24410","23330"
"In post","2022","No function","Scottish Prison Service","EO","1995","1875","34290","35000"
"In post","2022","No function","Scottish Prison Service","G6/G7","75","75","63820","56170"
"In post","2022","No function","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Scottish Prison Service","SEO/HEO","535","465","41600","40290"
"In post","2022","No function","Serious Fraud Office","AA/AO","10","10","[c]","[c]"
"In post","2022","No function","Serious Fraud Office","EO","10","10","28480","28980"
"In post","2022","No function","Serious Fraud Office","G6/G7","15","15","60370","60210"
"In post","2022","No function","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Serious Fraud Office","SEO/HEO","20","20","37560","40000"
"In post","2022","No function","Standards and Testing Agency","EO","15","15","25970","25000"
"In post","2022","No function","Standards and Testing Agency","G6/G7","35","35","54960","52030"
"In post","2022","No function","Standards and Testing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","SEO/HEO","75","70","37510","36500"
"In post","2022","No function","Teaching Regulation Agency","AA/AO","15","15","21250","21250"
"In post","2022","No function","Teaching Regulation Agency","EO","25","25","25260","25000"
"In post","2022","No function","Teaching Regulation Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Teaching Regulation Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Teaching Regulation Agency","SEO/HEO","30","30","32920","30200"
"In post","2022","No function","The Insolvency Service","AA/AO","580","540","21440","21130"
"In post","2022","No function","The Insolvency Service","EO","165","160","25850","26290"
"In post","2022","No function","The Insolvency Service","G6/G7","50","45","59680","56590"
"In post","2022","No function","The Insolvency Service","SCS level","5","5","[c]","[c]"
"In post","2022","No function","The Insolvency Service","SEO/HEO","355","340","37000","37430"
"In post","2022","No function","The National Archives","AA/AO","70","60","21250","20900"
"In post","2022","No function","The National Archives","EO","40","40","24940","24630"
"In post","2022","No function","The National Archives","G6/G7","45","45","51260","48000"
"In post","2022","No function","The National Archives","SCS level","10","10","[c]","[c]"
"In post","2022","No function","The National Archives","SEO/HEO","175","170","33740","34260"
"In post","2022","No function","UK Health Security Agency","AA/AO","700","600","21490","21210"
"In post","2022","No function","UK Health Security Agency","EO","800","740","26170","26880"
"In post","2022","No function","UK Health Security Agency","G6/G7","1470","1410","58270","53550"
"In post","2022","No function","UK Health Security Agency","SCS level","365","330","106840","103490"
"In post","2022","No function","UK Health Security Agency","SEO/HEO","2460","2300","36020","36330"
"In post","2022","No function","UK Hydrographic Office","AA/AO","85","80","20540","20420"
"In post","2022","No function","UK Hydrographic Office","EO","185","175","27580","26740"
"In post","2022","No function","UK Hydrographic Office","G6/G7","15","15","56170","53720"
"In post","2022","No function","UK Hydrographic Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","UK Hydrographic Office","SEO/HEO","255","240","36100","33290"
"In post","2022","No function","UK Statistics Authority","AA/AO","1430","1000","20360","20350"
"In post","2022","No function","UK Statistics Authority","EO","380","360","24590","23880"
"In post","2022","No function","UK Statistics Authority","G6/G7","210","205","53860","51210"
"In post","2022","No function","UK Statistics Authority","SCS level","20","20","81000","75300"
"In post","2022","No function","UK Statistics Authority","SEO/HEO","575","550","33730","32660"
"In post","2022","No function","Vehicle Certification Agency","AA/AO","45","40","21580","21840"
"In post","2022","No function","Vehicle Certification Agency","EO","30","30","26940","27250"
"In post","2022","No function","Vehicle Certification Agency","G6/G7","15","15","65410","64040"
"In post","2022","No function","Vehicle Certification Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Vehicle Certification Agency","SEO/HEO","85","80","41000","39360"
"In post","2022","No function","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","EO","20","20","30210","29300"
"In post","2022","No function","Water Services Regulation Authority","G6/G7","25","25","81240","75640"
"In post","2022","No function","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","SEO/HEO","50","45","48570","50220"
"In post","2022","No function","Welsh Revenue Authority","AA/AO","5","5","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","EO","5","5","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Welsh Revenue Authority","SEO/HEO","15","15","39570","40100"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","EO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","G6/G7","15","15","57690","53600"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","SEO/HEO","60","55","37140","39040"
"In post","2022","Project Delivery","Animal and Plant Health Agency","AA/AO","45","40","21360","21300"
"In post","2022","Project Delivery","Animal and Plant Health Agency","EO","25","25","25210","24920"
"In post","2022","Project Delivery","Animal and Plant Health Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Animal and Plant Health Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Animal and Plant Health Agency","SEO/HEO","40","35","32080","30580"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","EO","20","20","27080","27500"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","G6/G7","75","75","59410","58230"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","SCS level","55","55","114380","115000"
"In post","2022","Project Delivery","Cabinet Office (excl. agencies)","SEO/HEO","40","40","35860","34550"
"In post","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","EO","15","15","24970","25010"
"In post","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","15","10","51050","48080"
"In post","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","30","25","31900","29750"
"In post","2022","Project Delivery","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","SEO/HEO","15","15","35270","37910"
"In post","2022","Project Delivery","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Companies House","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Companies House","G6/G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Companies House","SEO/HEO","15","15","41710","41530"
"In post","2022","Project Delivery","Competition and Markets Authority","AA/AO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Competition and Markets Authority","EO","40","35","28070","27920"
"In post","2022","Project Delivery","Competition and Markets Authority","G6/G7","180","170","66280","62980"
"In post","2022","Project Delivery","Competition and Markets Authority","SCS level","65","65","108750","99920"
"In post","2022","Project Delivery","Competition and Markets Authority","SEO/HEO","85","85","36140","34870"
"In post","2022","Project Delivery","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Commercial Service","G6/G7","10","10","54170","51600"
"In post","2022","Project Delivery","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Commercial Service","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
