"Status","Year","Ethnicity","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Scottish Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","The National Archives","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","The National Archives","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Female","Heterosexual / straight","45","40","32960","30710"
"In post","2022","Mixed","UK Statistics Authority","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Male","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","Female","Heterosexual / straight","30","30","44800","47470"
"In post","2022","Mixed","Welsh Government","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Mixed","Welsh Government","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","Female","Heterosexual / straight","45","40","44510","49580"
"In post","2022","Other ethnicity","Attorney General's Departments","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","Female","Unknown","10","5","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","Female","Heterosexual / straight","35","35","44790","40600"
"In post","2022","Other ethnicity","Cabinet Office","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Female","Heterosexual / straight","50","45","40670","38440"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Male","Heterosexual / straight","45","45","49910","49080"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
