"Status","Year","Function_of_post","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","HM Treasury","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Legal Department","Attorney General's Departments","Female","45","40","38540","33700"
"In post","2022","Human Resources","Government Legal Department","Attorney General's Departments","Male","25","20","[c]","[c]"
"In post","2022","Human Resources","Health and Safety Executive","Department for Work and Pensions","Female","75","65","38200","33190"
"In post","2022","Human Resources","Health and Safety Executive","Department for Work and Pensions","Male","35","35","42830","41310"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","Female","60","55","41380","36050"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","HM Land Registry","Female","75","70","37540","33840"
"In post","2022","Human Resources","HM Land Registry","HM Land Registry","Male","25","25","[c]","[c]"
"In post","2022","Human Resources","HM Prison and Probation Service","Ministry of Justice","Female","90","90","46170","46080"
"In post","2022","Human Resources","HM Prison and Probation Service","Ministry of Justice","Male","70","70","48740","48410"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","1090","1000","37330","33370"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","585","565","36020","33370"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","HM Treasury","Female","80","70","39460","37900"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","HM Treasury","Male","20","20","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Department for Education","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","50","45","36790","31300"
"In post","2022","Human Resources","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Department for Transport","Female","30","25","32520","31380"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Department for Transport","Male","5","5","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","25","25","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","5","5","[c]","[c]"
"In post","2022","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","Female","55","50","38570","33930"
"In post","2022","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","Male","20","20","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","1265","1160","30760","26670"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","555","545","33890","30200"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","675","655","40030","34260"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","265","255","40100","36050"
"In post","2022","Human Resources","National Crime Agency","National Crime Agency","Female","110","100","39960","38210"
"In post","2022","Human Resources","National Crime Agency","National Crime Agency","Male","65","65","41660","39980"
"In post","2022","Human Resources","National Savings and Investments","Chancellor's other departments","Female","5","5","[c]","[c]"
"In post","2022","Human Resources","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","Northern Ireland Office","Female","5","5","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","35","35","43510","39850"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","30","30","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","35","35","40700","37230"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Office of Rail and Road","Female","5","5","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Male","5","5","[c]","[c]"
"In post","2022","Human Resources","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Registers of Scotland","Scottish Government","Female","30","30","40680","37710"
"In post","2022","Human Resources","Registers of Scotland","Scottish Government","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","Female","20","20","[c]","[c]"
"In post","2022","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","Scottish Prison Service","Scottish Government","Female","90","85","33500","35000"
"In post","2022","Human Resources","Scottish Prison Service","Scottish Government","Male","40","40","40410","40290"
"In post","2022","Human Resources","Serious Fraud Office","Attorney General's Departments","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Submarine Delivery Agency","Ministry of Defence","Female","20","20","[c]","[c]"
"In post","2022","Human Resources","Submarine Delivery Agency","Ministry of Defence","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","30","30","41810","42160"
"In post","2022","Human Resources","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","15","15","[c]","[c]"
"In post","2022","Human Resources","The National Archives","The National Archives","Female","20","15","[c]","[c]"
"In post","2022","Human Resources","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Debt Management Office","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Debt Management Office","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","UK Export Finance","Female","20","20","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","UK Health Security Agency","Department of Health and Social Care","Female","200","190","42500","36330"
"In post","2022","Human Resources","UK Health Security Agency","Department of Health and Social Care","Male","75","70","44760","40070"
"In post","2022","Human Resources","UK Hydrographic Office","Ministry of Defence","Female","15","15","[c]","[c]"
"In post","2022","Human Resources","UK Hydrographic Office","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","UK Statistics Authority","Female","115","105","39280","35180"
