"Status","Year","Age","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","30-39","Valuation Office Agency","Outside London","15","[c]","35560","31900"
"Leaver Dept.","2022","30-39","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Outside London","20","[c]","46010","41560"
"Leaver Dept.","2022","30-39","Welsh Revenue Authority","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Advisory, Conciliation and Arbitration Service","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Animal and Plant Health Agency","Outside London","10","[c]","32240","25100"
"Leaver Dept.","2022","40-49","Attorney General's Office","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Cabinet Office (excl. agencies)","London","150","[c]","60190","58910"
"Leaver Dept.","2022","40-49","Cabinet Office (excl. agencies)","Outside London","40","[c]","39810","37300"
"Leaver Dept.","2022","40-49","Cabinet Office (excl. agencies)","Unknown","25","[c]","56820","52200"
"Leaver Dept.","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Charity Commission","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Companies House","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Criminal Injuries Compensation Authority","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Crown Prosecution Service","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Crown Prosecution Service","Outside London","10","[c]","35360","25560"
"Leaver Dept.","2022","40-49","Defence Equipment and Support","Outside London","80","[c]","40520","39580"
"Leaver Dept.","2022","40-49","Defence Science and Technology Laboratory","Outside London","15","[c]","47950","52250"
"Leaver Dept.","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","85","[c]","56440","53600"
"Leaver Dept.","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","15","[c]","35470","31950"
"Leaver Dept.","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Digital, Culture, Media and Sport","London","30","[c]","53640","56080"
"Leaver Dept.","2022","40-49","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Education (excl. agencies)","London","25","[c]","59840","54520"
"Leaver Dept.","2022","40-49","Department for Education (excl. agencies)","Outside London","55","[c]","45510","49860"
"Leaver Dept.","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for International Trade","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","London","30","[c]","54180","53130"
"Leaver Dept.","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","20","[c]","38910","36340"
"Leaver Dept.","2022","40-49","Department for Transport (excl. agencies)","London","50","[c]","52090","50610"
"Leaver Dept.","2022","40-49","Department for Transport (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","London","75","[c]","43220","36650"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Outside London","650","[c]","29430","27570"
"Leaver Dept.","2022","40-49","Department for Work and Pensions (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","London","145","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Outside London","90","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department of Health and Social Care (excl. agencies)","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Driver and Vehicle Licensing Agency","Unknown","45","[c]","33160","31040"
"Leaver Dept.","2022","40-49","Driver and Vehicle Standards Agency","Outside London","40","[c]","33610","31040"
"Leaver Dept.","2022","40-49","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Education and Skills Funding Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","Outside London","15","[c]","35820","37910"
"Leaver Dept.","2022","40-49","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","London","60","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","25","[c]","42730","41260"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Legal Department","London","25","[c]","50190","51540"
"Leaver Dept.","2022","40-49","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Health and Safety Executive","Outside London","15","[c]","44240","46320"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","London","35","[c]","36370","28310"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","Outside London","75","[c]","27100","21190"
"Leaver Dept.","2022","40-49","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","London","35","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Prison and Probation Service","Outside London","105","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","London","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Outside London","240","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Treasury (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","London","130","[c]","51060","43460"
"Leaver Dept.","2022","40-49","Home Office","Outside London","145","[c]","31620","26160"
"Leaver Dept.","2022","40-49","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Intellectual Property Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal Aid Agency","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Maritime and Coastguard Agency","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Medicines and Healthcare Products Regulatory Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","London","30","[c]","64040","63270"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Outside London","100","[c]","36220","33300"
"Leaver Dept.","2022","40-49","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Ministry of Justice (excl. agencies)","London","65","[c]","50340","43410"
"Leaver Dept.","2022","40-49","Ministry of Justice (excl. agencies)","Outside London","25","[c]","37430","36310"
"Leaver Dept.","2022","40-49","National Crime Agency","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","National Crime Agency","Outside London","25","[c]","42130","36740"
"Leaver Dept.","2022","40-49","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","10","[c]","45120","39850"
"Leaver Dept.","2022","40-49","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office of Gas and Electricity Markets","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office of Qualifications and Examinations Regulation","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office of the Public Guardian","Outside London","25","[c]","27270","23700"
"Leaver Dept.","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Planning Inspectorate","Outside London","25","[c]","40760","40720"
"Leaver Dept.","2022","40-49","Public Health England","London","755","[c]","50060","48860"
"Leaver Dept.","2022","40-49","Public Health England","Outside London","940","[c]","44650","40030"
"Leaver Dept.","2022","40-49","Registers of Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Rural Payments Agency","Outside London","20","[c]","29800","26470"
"Leaver Dept.","2022","40-49","Scottish Courts and Tribunals Service","Outside London","10","[c]","33220","31230"
"Leaver Dept.","2022","40-49","Scottish Government (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Serious Fraud Office","London","15","[c]","56720","57420"
"Leaver Dept.","2022","40-49","Social Security Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","The Insolvency Service","Outside London","20","[c]","35410","29940"
"Leaver Dept.","2022","40-49","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","UK Export Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","UK Statistics Authority","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","UK Statistics Authority","Outside London","25","[c]","39390","36840"
"Leaver Dept.","2022","40-49","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Valuation Office Agency","Outside London","15","[c]","25230","22040"
"Leaver Dept.","2022","40-49","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Welsh Government (excl. agencies)","Outside London","10","[c]","53860","47470"
"Leaver Dept.","2022","40-49","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Advisory, Conciliation and Arbitration Service","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Animal and Plant Health Agency","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Cabinet Office (excl. agencies)","London","80","[c]","57740","54700"
"Leaver Dept.","2022","50-59","Cabinet Office (excl. agencies)","Outside London","30","[c]","42650","37300"
"Leaver Dept.","2022","50-59","Cabinet Office (excl. agencies)","Unknown","15","[c]","52700","51260"
"Leaver Dept.","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Charity Commission","London","[c]","[c]","[c]","[c]"
