"Status","Year","Disability","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","HM Land Registry","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","HM Land Registry","Outside London","180","[c]","26330","22600"
"New entrant CS","2022","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","London","875","[c]","32640","30520"
"New entrant CS","2022","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Outside London","6810","[c]","26010","23170"
"New entrant CS","2022","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Unknown","70","[c]","28210","25470"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","405","[c]","37030","37610"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","4005","[c]","26500","26590"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","London","155","[c]","32530","28500"
"New entrant CS","2022","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","Outside London","50","[c]","32460","29320"
"New entrant CS","2022","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Home Office","Home Office","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Home Office","Home Office","Outside London","35","[c]","28070","24880"
"New entrant CS","2022","Declared non-disabled","Home Office","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","35","[c]","40780","36570"
"New entrant CS","2022","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","120","[c]","29680","24030"
"New entrant CS","2022","Declared non-disabled","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal Aid Agency","Ministry of Justice","Outside London","45","[c]","22390","20970"
"New entrant CS","2022","Declared non-disabled","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","Outside London","50","[c]","34750","30930"
"New entrant CS","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","210","[c]","28210","24370"
"New entrant CS","2022","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","London","130","[c]","36690","37000"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","1220","[c]","29600","26350"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","London","190","[c]","40050","34260"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","170","[c]","34560","30450"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","National Crime Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","National Crime Agency","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Infrastructure Commission","HM Treasury","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Records of Scotland","Scottish Government","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Savings and Investments","Chancellor's other departments","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Savings and Investments","Chancellor's other departments","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Budget Responsibility","HM Treasury","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","40","[c]","48540","46360"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Outside London","170","[c]","50730","46360"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","215","[c]","40140","32320"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","185","[c]","32400","25000"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","50","[c]","37490","38000"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","Outside London","70","[c]","21970","20970"
"New entrant CS","2022","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Scottish Charity Regulator","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Outside London","45","[c]","33050","32780"
"New entrant CS","2022","Declared non-disabled","Public Health England","Department of Health and Social Care","London","125","[c]","39680","32330"
"New entrant CS","2022","Declared non-disabled","Public Health England","Department of Health and Social Care","Outside London","85","[c]","36990","32330"
"New entrant CS","2022","Declared non-disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Registers of Scotland","Scottish Government","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Revenue Scotland","Scottish Government","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","515","[c]","21950","21300"
"New entrant CS","2022","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","Outside London","255","[c]","23800","22000"
"New entrant CS","2022","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","London","[c]","[c]","[c]","[c]"
