"Status","Year","Age","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","50-59","Crown Office and Procurator Fiscal Service","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","30","[c]","25260","21050"
"New entrant CS","2022","50-59","Crown Prosecution Service","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Prosecution Service","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Prosecution Service","Attorney General's Departments","Legal","25","[c]","49700","48080"
"New entrant CS","2022","50-59","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","10","[c]","25980","25480"
"New entrant CS","2022","50-59","Crown Prosecution Service","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Prosecution Service","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Equipment and Support","Ministry of Defence","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Equipment and Support","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Equipment and Support","Ministry of Defence","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Equipment and Support","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Equipment and Support","Ministry of Defence","Other","60","[c]","31520","29000"
"New entrant CS","2022","50-59","Defence Equipment and Support","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Equipment and Support","Ministry of Defence","Project Delivery","20","[c]","42320","39930"
"New entrant CS","2022","50-59","Defence Equipment and Support","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Equipment and Support","Ministry of Defence","Science and Engineering","55","[c]","41550","44000"
"New entrant CS","2022","50-59","Defence Equipment and Support","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","Science and Engineering","15","[c]","43050","47010"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","25","[c]","46540","40800"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Policy","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","15","[c]","42810","49860"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","Department for Education","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","Department for Education","Policy","10","[c]","35540","36500"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","Department for Education","Property","15","[c]","58440","61010"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","40","[c]","41260","38750"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","15","[c]","36950","34540"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","95","[c]","40100","35900"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","Department for International Trade","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","Department for International Trade","International Trade","10","[c]","57330","53860"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","15","[c]","45210","48200"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","Unknown","20","[c]","55410","54110"
"New entrant CS","2022","50-59","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Commercial","10","[c]","[c]","[c]"
